Detection ID,Latest Commit ID,PMD Version,Rule Name,File Path,Violation Introducing Commit ID,VIC Date,VIC Line Num.,Latest Detection Commit ID,LDC ID Date,LDC Line Num.,Violation Fixed Commit ID,VFC Date,VFC Line Num.,Fixed Period(day),Original Code,Fixed Code,Really Fixed?,Time
2202,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134a,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/archiva-redback-core/redback-authentication/redback-authentication-api/src/main/java/org/codehaus/plexus/redback/authentication/AuthenticationResult.java,5b06b6673ee8eaed4b46ad8e847e98fe4c90319d,1333706294,46,0f453f28431aa7da629a7e9882663f2e1a98267a,1333723762,49,,,,,"        this.principal = null;",,,4854
2203,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134a,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/archiva-redback-core/redback-authentication/redback-authentication-api/src/main/java/org/codehaus/plexus/redback/authentication/AuthenticationResult.java,5b06b6673ee8eaed4b46ad8e847e98fe4c90319d,1333706294,47,0f453f28431aa7da629a7e9882663f2e1a98267a,1333723762,50,,,,,"        this.exception = null;",,,4854
2204,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134a,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/archiva-redback-core/redback-common/redback-common-ldap/src/main/java/org/codehaus/plexus/redback/common/ldap/connection/LdapConnection.java,5b06b6673ee8eaed4b46ad8e847e98fe4c90319d,1333706294,251,4db2a98ceb8fa63dd8b4c04218c8ad741367679f,1333723104,247,,,,,"            context = null;",,,4854
2205,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134a,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/archiva-redback-core/redback-integrations/redback-jsecurity/src/test/java/org/codehaus/redback/jsecurity/RedbackRealmTest.java,5b06b6673ee8eaed4b46ad8e847e98fe4c90319d,1333706294,95,67059a5bb8b57de619d060004c84703bc5a5c569,1333899127,93,,,,,"        securityManager = null;",,,4854
2206,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134a,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/archiva-redback-core/redback-integrations/redback-jsecurity/src/test/java/org/codehaus/redback/jsecurity/RedbackRealmTest.java,5b06b6673ee8eaed4b46ad8e847e98fe4c90319d,1333706294,96,67059a5bb8b57de619d060004c84703bc5a5c569,1333899127,94,,,,,"        realm = null;",,,4854
2207,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134a,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/archiva-redback-core/redback-integrations/redback-rest/redback-rest-services/src/main/java/org/codehaus/redback/rest/services/interceptors/PermissionsInterceptor.java,5b06b6673ee8eaed4b46ad8e847e98fe4c90319d,1333706294,90,78766bc7eeb9e8ec8ae12d5704b09ac066d7b432,1333901986,92,,,,,"                                                                  ? null",,,4854
2208,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134a,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/archiva-redback-core/redback-rbac/redback-rbac-role-manager/src/main/java/org/codehaus/plexus/redback/role/validator/DefaultRoleModelValidator.java,5b06b6673ee8eaed4b46ad8e847e98fe4c90319d,1333706294,50,91176b3d16e9e8661880fb31448609816b957ad5,1333725415,52,,,,,"        validationErrors = null;",,,4854
2209,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134a,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/archiva-redback-core/redback-system/src/main/java/org/codehaus/plexus/redback/system/DefaultSecuritySession.java,5b06b6673ee8eaed4b46ad8e847e98fe4c90319d,1333706294,42,04fd892682a78fbdcfa4613f8aa4ab7d9eab4088,1333828510,45,,,,,"        this.user = null;",,,4854
2210,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134a,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/archiva-redback-core/redback-system/src/main/java/org/codehaus/plexus/redback/system/DefaultSecuritySession.java,5b06b6673ee8eaed4b46ad8e847e98fe4c90319d,1333706294,49,04fd892682a78fbdcfa4613f8aa4ab7d9eab4088,1333828510,52,,,,,"        this.user = null;",,,4854
2211,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134a,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/archiva-redback-core/redback-authentication/redback-authentication-api/src/main/java/org/apache/archiva/redback/authentication/AuthenticationResult.java,04fd892682a78fbdcfa4613f8aa4ab7d9eab4088,1333828510,49,c51c28a303061ae5233322dd7207c9d255269b27,1594542595,60,,,,,"        this.principal = null;",,,4854
