Detection ID,Latest Commit ID,PMD Version,Rule Name,File Path,Violation Introducing Commit ID,VIC Date,VIC Line Num.,Latest Detection Commit ID,LDC ID Date,LDC Line Num.,Violation Fixed Commit ID,VFC Date,VFC Line Num.,Fixed Period(day),Original Code,Fixed Code,Really Fixed?,Time
2963,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed2,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/iceberg/api/src/main/java/com/netflix/iceberg/Schema.java,a5eb3f6ba171ecfc517a4f09ae9654e7d8ae0291,1513643108,55,,,,6b534317e8f5d214a9d0c838e03c700fce40ba33,1513804847,-1,1513804847/1513643108,"    this.aliasToId = null;"," 
   public Schema(List<Types.NestedField> columns) {
     this.struct = Types.StructType.of(columns);
-    this.idToField = TypeUtil.indexById(struct);
-    this.aliasToId = null;
   }
 
   private Map<Integer, Types.NestedField> lazyIdToField() {
",,7441
2964,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed2,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/iceberg/avro/src/main/java/com/netflix/iceberg/avro/AvroFileAppender.java,a5eb3f6ba171ecfc517a4f09ae9654e7d8ae0291,1513643108,51,75088f6875fc8d3cc4c3af38899742de1b919abf,1518806875,60,,,,,"      this.writer = null;",,,7441
2965,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed2,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/iceberg/common/src/main/java/com/netflix/iceberg/common/DynConstructors.java,a5eb3f6ba171ecfc517a4f09ae9654e7d8ae0291,1513643108,123,a370d3d77cc70f9fddf3984a99da96f540128b9d,1524071540,128,,,,,"      this.baseClass = null;",,,7441
2966,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed2,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/iceberg/core/src/main/java/com/netflix/iceberg/DataFiles.java,a5eb3f6ba171ecfc517a4f09ae9654e7d8ae0291,1513643108,185,8d92f92d411a9397874191df2308adccdab71f83,1551808033,217,,,,,"      this.spec = null;",,,7441
2967,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed2,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/iceberg/core/src/main/java/com/netflix/iceberg/DataFiles.java,a5eb3f6ba171ecfc517a4f09ae9654e7d8ae0291,1513643108,186,8d92f92d411a9397874191df2308adccdab71f83,1551808033,218,,,,,"      this.partitionData = null;",,,7441
2968,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed2,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/iceberg/core/src/main/java/com/netflix/iceberg/DataFiles.java,a5eb3f6ba171ecfc517a4f09ae9654e7d8ae0291,1513643108,200,8d92f92d411a9397874191df2308adccdab71f83,1551808033,232,,,,,"      this.filePath = null;",,,7441
2969,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed2,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/iceberg/core/src/main/java/com/netflix/iceberg/DataFiles.java,a5eb3f6ba171ecfc517a4f09ae9654e7d8ae0291,1513643108,201,8d92f92d411a9397874191df2308adccdab71f83,1551808033,233,,,,,"      this.format = null;",,,7441
2970,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed2,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/iceberg/core/src/main/java/com/netflix/iceberg/DataFiles.java,a5eb3f6ba171ecfc517a4f09ae9654e7d8ae0291,1513643108,205,8d92f92d411a9397874191df2308adccdab71f83,1551808033,237,,,,,"      this.columnSizes = null;",,,7441
2971,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed2,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/iceberg/core/src/main/java/com/netflix/iceberg/DataFiles.java,a5eb3f6ba171ecfc517a4f09ae9654e7d8ae0291,1513643108,206,8d92f92d411a9397874191df2308adccdab71f83,1551808033,238,,,,,"      this.valueCounts = null;",,,7441
2972,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed2,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/iceberg/core/src/main/java/com/netflix/iceberg/DataFiles.java,a5eb3f6ba171ecfc517a4f09ae9654e7d8ae0291,1513643108,207,8d92f92d411a9397874191df2308adccdab71f83,1551808033,241,,,,,"      this.nullValueCounts = null;",,,7441
