Detection ID,Latest Commit ID,PMD Version,Rule Name,File Path,Violation Introducing Commit ID,VIC Date,VIC Line Num.,Latest Detection Commit ID,LDC ID Date,LDC Line Num.,Violation Fixed Commit ID,VFC Date,VFC Line Num.,Fixed Period(day),Original Code,Fixed Code,Really Fixed?,Time
5623,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7de3c2f65b5906073fdae5096a25d6774c3f60ac7f2256293789f5e7bb4b772fac9d9abf1ec09da73ed16d027cb732f8b37e575e3540afb8e08cd3ac0680a790f615e045bee86b7956650af9899263ed01d8c593639fdaf9fb39433f2d3626b47d3b158a487b5aaa8434102307df4cb90540703b0deaec393ba2c7165721d14ac65627856acc61e7e93a9713e2,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/commons-io/src/java/org/apache/commons/io/compress/bzip2/CBZip2InputStream.java,f34016d0fce891d13371ec11099b6b715d15099f,1026166544,207,fcb1f1dc86e216faca4bdb9626200d99a6d9915a,1026599866,260,,,,,"        cftab = null;",,,24110
5624,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7de3c2f65b5906073fdae5096a25d6774c3f60ac7f2256293789f5e7bb4b772fac9d9abf1ec09da73ed16d027cb732f8b37e575e3540afb8e08cd3ac0680a790f615e045bee86b7956650af9899263ed01d8c593639fdaf9fb39433f2d3626b47d3b158a487b5aaa8434102307df4cb90540703b0deaec393ba2c7165721d14ac65627856acc61e7e93a9713e2,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/commons-io/src/java/org/apache/commons/io/compress/bzip2/CBZip2InputStream.java,f34016d0fce891d13371ec11099b6b715d15099f,1026166544,613,fcb1f1dc86e216faca4bdb9626200d99a6d9915a,1026599866,666,,,,,"        m_input = null;",,,24110
5625,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7de3c2f65b5906073fdae5096a25d6774c3f60ac7f2256293789f5e7bb4b772fac9d9abf1ec09da73ed16d027cb732f8b37e575e3540afb8e08cd3ac0680a790f615e045bee86b7956650af9899263ed01d8c593639fdaf9fb39433f2d3626b47d3b158a487b5aaa8434102307df4cb90540703b0deaec393ba2c7165721d14ac65627856acc61e7e93a9713e2,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/commons-io/src/java/org/apache/commons/io/compress/bzip2/CBZip2OutputStream.java,f34016d0fce891d13371ec11099b6b715d15099f,1026166544,1656,fcb1f1dc86e216faca4bdb9626200d99a6d9915a,1026599866,1709,,,,,"        rfreq = null;",,,24110
5626,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7de3c2f65b5906073fdae5096a25d6774c3f60ac7f2256293789f5e7bb4b772fac9d9abf1ec09da73ed16d027cb732f8b37e575e3540afb8e08cd3ac0680a790f615e045bee86b7956650af9899263ed01d8c593639fdaf9fb39433f2d3626b47d3b158a487b5aaa8434102307df4cb90540703b0deaec393ba2c7165721d14ac65627856acc61e7e93a9713e2,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/commons-io/src/java/org/apache/commons/io/compress/bzip2/CBZip2OutputStream.java,f34016d0fce891d13371ec11099b6b715d15099f,1026166544,1657,fcb1f1dc86e216faca4bdb9626200d99a6d9915a,1026599866,1710,,,,,"        fave = null;",,,24110
5627,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7de3c2f65b5906073fdae5096a25d6774c3f60ac7f2256293789f5e7bb4b772fac9d9abf1ec09da73ed16d027cb732f8b37e575e3540afb8e08cd3ac0680a790f615e045bee86b7956650af9899263ed01d8c593639fdaf9fb39433f2d3626b47d3b158a487b5aaa8434102307df4cb90540703b0deaec393ba2c7165721d14ac65627856acc61e7e93a9713e2,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/commons-io/src/java/org/apache/commons/io/compress/bzip2/CBZip2OutputStream.java,f34016d0fce891d13371ec11099b6b715d15099f,1026166544,1658,fcb1f1dc86e216faca4bdb9626200d99a6d9915a,1026599866,1711,,,,,"        cost = null;",,,24110
5628,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7de3c2f65b5906073fdae5096a25d6774c3f60ac7f2256293789f5e7bb4b772fac9d9abf1ec09da73ed16d027cb732f8b37e575e3540afb8e08cd3ac0680a790f615e045bee86b7956650af9899263ed01d8c593639fdaf9fb39433f2d3626b47d3b158a487b5aaa8434102307df4cb90540703b0deaec393ba2c7165721d14ac65627856acc61e7e93a9713e2,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/commons-io/src/java/org/apache/commons/io/compress/tar/TarBuffer.java,70492febc8a6384aeec79676cf74911bc43ac3c6,1026166569,171,f3454e26015b9880f596bf26e1c25f461763aae5,1066028782,224,,,,,"                m_output = null;",,,24110
5629,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7de3c2f65b5906073fdae5096a25d6774c3f60ac7f2256293789f5e7bb4b772fac9d9abf1ec09da73ed16d027cb732f8b37e575e3540afb8e08cd3ac0680a790f615e045bee86b7956650af9899263ed01d8c593639fdaf9fb39433f2d3626b47d3b158a487b5aaa8434102307df4cb90540703b0deaec393ba2c7165721d14ac65627856acc61e7e93a9713e2,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/commons-io/src/java/org/apache/commons/io/compress/tar/TarBuffer.java,70492febc8a6384aeec79676cf74911bc43ac3c6,1026166569,179,f3454e26015b9880f596bf26e1c25f461763aae5,1066028782,232,,,,,"                m_input = null;",,,24110
5630,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7de3c2f65b5906073fdae5096a25d6774c3f60ac7f2256293789f5e7bb4b772fac9d9abf1ec09da73ed16d027cb732f8b37e575e3540afb8e08cd3ac0680a790f615e045bee86b7956650af9899263ed01d8c593639fdaf9fb39433f2d3626b47d3b158a487b5aaa8434102307df4cb90540703b0deaec393ba2c7165721d14ac65627856acc61e7e93a9713e2,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/commons-io/src/java/org/apache/commons/io/compress/tar/TarInputStream.java,70492febc8a6384aeec79676cf74911bc43ac3c6,1026166569,131,f3454e26015b9880f596bf26e1c25f461763aae5,1066028782,184,,,,,"            m_readBuf = null;",,,24110
5631,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7de3c2f65b5906073fdae5096a25d6774c3f60ac7f2256293789f5e7bb4b772fac9d9abf1ec09da73ed16d027cb732f8b37e575e3540afb8e08cd3ac0680a790f615e045bee86b7956650af9899263ed01d8c593639fdaf9fb39433f2d3626b47d3b158a487b5aaa8434102307df4cb90540703b0deaec393ba2c7165721d14ac65627856acc61e7e93a9713e2,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/commons-io/src/java/org/apache/commons/io/compress/tar/TarInputStream.java,70492febc8a6384aeec79676cf74911bc43ac3c6,1026166569,154,f3454e26015b9880f596bf26e1c25f461763aae5,1066028782,207,,,,,"            m_currEntry = null;",,,24110
5632,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d7965351dcf385205409adb2f5f0fe928a55f77d23f641fe61e1e3964272601012b895620a987134af362313860401024b7141489e66ee76af442eb76c2323b774725139dea401bac4837d7e706ba5ed286f66e21e1521164a87ca3ae5b60d090db214416b5521ac9a329ed8ae14e398c1a55d4e793f2ee7de3c2f65b5906073fdae5096a25d6774c3f60ac7f2256293789f5e7bb4b772fac9d9abf1ec09da73ed16d027cb732f8b37e575e3540afb8e08cd3ac0680a790f615e045bee86b7956650af9899263ed01d8c593639fdaf9fb39433f2d3626b47d3b158a487b5aaa8434102307df4cb90540703b0deaec393ba2c7165721d14ac65627856acc61e7e93a9713e2,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/commons-io/src/java/org/apache/commons/io/compress/tar/TarInputStream.java,70492febc8a6384aeec79676cf74911bc43ac3c6,1026166569,351,f3454e26015b9880f596bf26e1c25f461763aae5,1066028782,404,,,,,"                m_readBuf = null;",,,24110
