Detection ID,Latest Commit ID,PMD Version,Rule Name,File Path,Violation Introducing Commit ID,VIC Date,VIC Line Num.,Latest Detection Commit ID,LDC ID Date,LDC Line Num.,Violation Fixed Commit ID,VFC Date,VFC Line Num.,Fixed Period(day),Original Code,Fixed Code,Really Fixed?,Time
45,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/hadoop-ozone/hadoop-hdds/client/src/main/java/org/apache/hadoop/hdds/scm/XceiverClientGrpc.java,ea79132dcd16eb69846f030a20ce666633c47538,1524746164,354,09df00fbc088dcd7c6906f79231c97c8e5dcbae6,1579770923,354,,,,,"        responseProto = null;",,,4185
46,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/hadoop-ozone/hadoop-hdds/client/src/main/java/org/apache/hadoop/hdds/scm/XceiverClientGrpc.java,ea79132dcd16eb69846f030a20ce666633c47538,1524746164,365,09df00fbc088dcd7c6906f79231c97c8e5dcbae6,1579770923,369,,,,,"        responseProto = null;",,,4185
47,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/hadoop-ozone/hadoop-hdds/client/src/main/java/org/apache/hadoop/hdds/scm/XceiverClientGrpc.java,ea79132dcd16eb69846f030a20ce666633c47538,1524746164,369,b959b5f447e8dd849429e36e61d9f06b9061838f,1553800964,369,,,,,"        responseProto = null;",,,4185
48,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/hadoop-ozone/hadoop-hdds/client/src/main/java/org/apache/hadoop/hdds/scm/storage/BlockInputStream.java,ea79132dcd16eb69846f030a20ce666633c47538,1524746164,383,,,,,,,,"      xceiverClientManager = null;",,,4185
49,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/hadoop-ozone/hadoop-hdds/client/src/main/java/org/apache/hadoop/hdds/scm/storage/BlockInputStream.java,ea79132dcd16eb69846f030a20ce666633c47538,1524746164,384,,,,,,,,"      xceiverClient = null;",,,4185
50,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/hadoop-ozone/hadoop-hdds/client/src/main/java/org/apache/hadoop/hdds/scm/storage/BlockOutputStream.java,ea79132dcd16eb69846f030a20ce666633c47538,1524746164,160,3479e67e396282948f692b692fd9da07dc29b845,1593508533,160,,,,,"    bufferList = null;",,,4185
51,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/hadoop-ozone/hadoop-hdds/client/src/main/java/org/apache/hadoop/hdds/scm/storage/BlockOutputStream.java,ea79132dcd16eb69846f030a20ce666633c47538,1524746164,382,3479e67e396282948f692b692fd9da07dc29b845,1593508533,382,,,,,"      bufferList = null;",,,4185
52,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/hadoop-ozone/hadoop-hdds/client/src/main/java/org/apache/hadoop/hdds/scm/storage/BlockOutputStream.java,ea79132dcd16eb69846f030a20ce666633c47538,1524746164,575,3479e67e396282948f692b692fd9da07dc29b845,1593508533,581,,,,,"    xceiverClientManager = null;",,,4185
53,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/hadoop-ozone/hadoop-hdds/client/src/main/java/org/apache/hadoop/hdds/scm/storage/BlockOutputStream.java,ea79132dcd16eb69846f030a20ce666633c47538,1524746164,576,3479e67e396282948f692b692fd9da07dc29b845,1593508533,576,,,,,"    xceiverClient = null;",,,4185
54,0373c58fd4be937e4c3bf347be1956f45d12950d9b93397478ad50d78479881426d7faf551126499c6d712823bb9d6fb62480a1e33096f6fd9aafe1e6d979e49190a48fc1c43edc0ff2b410eae09381d,6.25,category/java/errorprone.xml/NullAssignment,./TargetProjects/hadoop-ozone/hadoop-hdds/client/src/main/java/org/apache/hadoop/hdds/scm/storage/BlockOutputStream.java,ea79132dcd16eb69846f030a20ce666633c47538,1524746164,581,814cb726b0bb934a33b100d38f648d2f13383c8c,1574200654,581,,,,,"    bufferList = null;",,,4185
